item_id,repeat_id,anonymous_system_label,question_id,question,domain,difficulty,gold_atomic_fact,supplied_evidence,answer,run_id,execution_sequence,review_label,review_reason,confidence
REPEAT_2-0160,REPEAT_2,SYSTEM_B,tcmg-v1-058,"How are Garden Millingtonia and indigestion with food retention represented in the TCM corpus, and what evidence is recorded for each?",multi-target,hard,"The source records this function for Garden Millingtonia: To dispel wind and relieve itch, resolve toxin and kill worms, suppress cough and transform phlegm..","Source entity: Garden Millingtonia. Pinyin: ZI MEI SHU. Latin name: Millingtonia hortensis. Used part: bark or leaf. Source-recorded function: To dispel wind and relieve itch, resolve toxin and kill worms, suppress cough and transform phlegm.. Source-recorded indication: Eczema, urticaria, ascariasis, cough of phlegm asthma, leptochroa.. Source text: Herb: Garden Millingtonia. Pinyin: ZI MEI SHU. Latin name: Millingtonia hortensis. Used part: bark or leaf. Source-recorded function: To dispel wind and relieve itch, resolve toxin and kill worms, suppress cough and transform phlegm.. Source-recorded indication: Eczema, urticaria, ascariasis, cough of phlegm asthma, leptochroa..","TCM educational synthesis: Syndrome Differentiation Agent: indigestion with food retention: evidence-supported facts for this target only  
The supplied evidence records that indigestion with food retention, known as Shi Ji Bu Xiao in pinyin, is described as a syndrome resulting from overeating or consuming unwholesome food, which damages the spleen and stomach. This condition is characterized by the manifestation of symptoms due to impaired digestive function. The evidence does not provide further details on specific symptoms or treatment approaches. [tcmv1-1bbf7362e507b0843a4eb22d] Herbal Knowledge Agent: Garden Millingtonia, with the pinyin name ZI MEI SHU and Latin name Millingtonia hortensis, is traditionally used in TCM for its bark or leaf. The source records indicate it is employed to dispel wind and relieve itch, resolve toxin and kill worms, and suppress cough and transform phlegm. It is associated with conditions such as eczema, urticaria, ascariasis, cough of phlegm asthma, and leptochroa. [tcmv1-0401fa4b74693418cc12569d] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",run-eb34d1987165455f,86,,,
REPEAT_2-0161,REPEAT_2,SYSTEM_B,tcmg-v1-058,"How are Garden Millingtonia and indigestion with food retention represented in the TCM corpus, and what evidence is recorded for each?",multi-target,hard,"The source records these indications for Garden Millingtonia: Eczema, urticaria, ascariasis, cough of phlegm asthma, leptochroa..","Source entity: Garden Millingtonia. Pinyin: ZI MEI SHU. Latin name: Millingtonia hortensis. Used part: bark or leaf. Source-recorded function: To dispel wind and relieve itch, resolve toxin and kill worms, suppress cough and transform phlegm.. Source-recorded indication: Eczema, urticaria, ascariasis, cough of phlegm asthma, leptochroa.. Source text: Herb: Garden Millingtonia. Pinyin: ZI MEI SHU. Latin name: Millingtonia hortensis. Used part: bark or leaf. Source-recorded function: To dispel wind and relieve itch, resolve toxin and kill worms, suppress cough and transform phlegm.. Source-recorded indication: Eczema, urticaria, ascariasis, cough of phlegm asthma, leptochroa..","TCM educational synthesis: Syndrome Differentiation Agent: indigestion with food retention: evidence-supported facts for this target only  
The supplied evidence records that indigestion with food retention, known as Shi Ji Bu Xiao in pinyin, is described as a syndrome resulting from overeating or consuming unwholesome food, which damages the spleen and stomach. This condition is characterized by the manifestation of symptoms due to impaired digestive function. The evidence does not provide further details on specific symptoms or treatment approaches. [tcmv1-1bbf7362e507b0843a4eb22d] Herbal Knowledge Agent: Garden Millingtonia, with the pinyin name ZI MEI SHU and Latin name Millingtonia hortensis, is traditionally used in TCM for its bark or leaf. The source records indicate it is employed to dispel wind and relieve itch, resolve toxin and kill worms, and suppress cough and transform phlegm. It is associated with conditions such as eczema, urticaria, ascariasis, cough of phlegm asthma, and leptochroa. [tcmv1-0401fa4b74693418cc12569d] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",run-eb34d1987165455f,86,,,
REPEAT_2-0162,REPEAT_2,SYSTEM_B,tcmg-v1-058,"How are Garden Millingtonia and indigestion with food retention represented in the TCM corpus, and what evidence is recorded for each?",multi-target,hard,"The source defines indigestion with food retention as: 是指由于饮食不节,损伤脾胃而出现的证候。.","Source entity: indigestion with food retention. Pinyin: Shi Ji Bu Xiao. Source definition: 是指由于饮食不节,损伤脾胃而出现的证候。. Source text: Syndrome: indigestion with food retention. Pinyin: Shi Ji Bu Xiao. Source definition: 是指由于饮食不节,损伤脾胃而出现的证候。.","TCM educational synthesis: Syndrome Differentiation Agent: indigestion with food retention: evidence-supported facts for this target only  
The supplied evidence records that indigestion with food retention, known as Shi Ji Bu Xiao in pinyin, is described as a syndrome resulting from overeating or consuming unwholesome food, which damages the spleen and stomach. This condition is characterized by the manifestation of symptoms due to impaired digestive function. The evidence does not provide further details on specific symptoms or treatment approaches. [tcmv1-1bbf7362e507b0843a4eb22d] Herbal Knowledge Agent: Garden Millingtonia, with the pinyin name ZI MEI SHU and Latin name Millingtonia hortensis, is traditionally used in TCM for its bark or leaf. The source records indicate it is employed to dispel wind and relieve itch, resolve toxin and kill worms, and suppress cough and transform phlegm. It is associated with conditions such as eczema, urticaria, ascariasis, cough of phlegm asthma, and leptochroa. [tcmv1-0401fa4b74693418cc12569d] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",run-eb34d1987165455f,86,,,
REPEAT_2-0163,REPEAT_2,SYSTEM_A,tcmg-v1-044,"How are Puncturevine Caltrop Fruit;Tribulus terrestris and accumulation of cold and stasis of qi represented in the TCM corpus, and what evidence is recorded for each?",multi-target,hard,"The source records this function for Puncturevine Caltrop Fruit;Tribulus terrestris: To subdue hyperactivity of the liver, to promote blood circulation, to dispel wind, to clear the eye of opacity, and to arrest itching..","Source entity: Puncturevine Caltrop Fruit;Tribulus terrestris. Pinyin: JI LI. Latin name: Fructus Tribuli. Traditional class: Liver-Pacifying Wind-Extinguishing Medicinal. Source-recorded function: To subdue hyperactivity of the liver, to promote blood circulation, to dispel wind, to clear the eye of opacity, and to arrest itching.. Source-recorded indication: 1. Antitussive, expectorant and antiasthmatic. 2. Its alcoholic infusion exerts hypotensive effect in anesthetized animals.. Source text: Herb: Puncturevine Caltrop Fruit;Tribulus terrestris. Pinyin: JI LI. Latin name: Fructus Tribuli. Source-recorded function: To subdue hyperactivity of the liver, to promote blood circulation, to dispel wind, to clear the eye of opacity, and to arrest itching.. Source-recorded indication: 1. Antitussive, expectorant and antiasthmatic. 2. Its alcoholic infusion exerts hypotensive effect in anesthetized animals.. Clinical manifestations: 1. Antitussive, expectorant and antiasthmatic. 2. Its alcoholic infusion exerts hypotensive effect in anesthetized animals..","TCM educational synthesis: Syndrome Differentiation Agent: accumulation of cold and stasis of qi: evidence-supported facts for this target only  
The supplied evidence records that accumulation of cold and stasis of qi is defined as a syndrome where external cold pathogenic factors invade the body, injure yang energy, and remain stagnant, leading to the manifestation of cold-related symptoms. [tcmv1-0bbe236eedf374b329081c2e] Herbal Knowledge Agent: Puncturevine Caltrop Fruit;Tribulus terrestris is recorded in traditional Chinese medicine as having the function to subdue hyperactivity of the liver, promote blood circulation, dispel wind, clear the eye of opacity, and arrest itching. Its indications include antitussive, expectorant, and antiasthmatic effects, with clinical manifestations noting that its alcoholic infusion exerts hypotensive effects in anesthetized animals. [tcmv1-016497976f79ae613dd5dcaa] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",run-89a8237fd9654e70,87,,,
REPEAT_2-0164,REPEAT_2,SYSTEM_A,tcmg-v1-044,"How are Puncturevine Caltrop Fruit;Tribulus terrestris and accumulation of cold and stasis of qi represented in the TCM corpus, and what evidence is recorded for each?",multi-target,hard,"The source records these indications for Puncturevine Caltrop Fruit;Tribulus terrestris: 1. Antitussive, expectorant and antiasthmatic. 2. Its alcoholic infusion exerts hypotensive effect in anesthetized animals..","Source entity: Puncturevine Caltrop Fruit;Tribulus terrestris. Pinyin: JI LI. Latin name: Fructus Tribuli. Traditional class: Liver-Pacifying Wind-Extinguishing Medicinal. Source-recorded function: To subdue hyperactivity of the liver, to promote blood circulation, to dispel wind, to clear the eye of opacity, and to arrest itching.. Source-recorded indication: 1. Antitussive, expectorant and antiasthmatic. 2. Its alcoholic infusion exerts hypotensive effect in anesthetized animals.. Source text: Herb: Puncturevine Caltrop Fruit;Tribulus terrestris. Pinyin: JI LI. Latin name: Fructus Tribuli. Source-recorded function: To subdue hyperactivity of the liver, to promote blood circulation, to dispel wind, to clear the eye of opacity, and to arrest itching.. Source-recorded indication: 1. Antitussive, expectorant and antiasthmatic. 2. Its alcoholic infusion exerts hypotensive effect in anesthetized animals.. Clinical manifestations: 1. Antitussive, expectorant and antiasthmatic. 2. Its alcoholic infusion exerts hypotensive effect in anesthetized animals..","TCM educational synthesis: Syndrome Differentiation Agent: accumulation of cold and stasis of qi: evidence-supported facts for this target only  
The supplied evidence records that accumulation of cold and stasis of qi is defined as a syndrome where external cold pathogenic factors invade the body, injure yang energy, and remain stagnant, leading to the manifestation of cold-related symptoms. [tcmv1-0bbe236eedf374b329081c2e] Herbal Knowledge Agent: Puncturevine Caltrop Fruit;Tribulus terrestris is recorded in traditional Chinese medicine as having the function to subdue hyperactivity of the liver, promote blood circulation, dispel wind, clear the eye of opacity, and arrest itching. Its indications include antitussive, expectorant, and antiasthmatic effects, with clinical manifestations noting that its alcoholic infusion exerts hypotensive effects in anesthetized animals. [tcmv1-016497976f79ae613dd5dcaa] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",run-89a8237fd9654e70,87,,,
REPEAT_2-0165,REPEAT_2,SYSTEM_A,tcmg-v1-044,"How are Puncturevine Caltrop Fruit;Tribulus terrestris and accumulation of cold and stasis of qi represented in the TCM corpus, and what evidence is recorded for each?",multi-target,hard,"The source defines accumulation of cold and stasis of qi as: 是阴寒之邪侵入人体,损伤阳气,寒邪留滞不去,外现寒证的证候。.","Source entity: accumulation of cold and stasis of qi. Pinyin: Han Ning Qi Zhi. Source definition: 是阴寒之邪侵入人体,损伤阳气,寒邪留滞不去,外现寒证的证候。. Source text: Syndrome: accumulation of cold and stasis of qi. Pinyin: Han Ning Qi Zhi. Source definition: 是阴寒之邪侵入人体,损伤阳气,寒邪留滞不去,外现寒证的证候。.","TCM educational synthesis: Syndrome Differentiation Agent: accumulation of cold and stasis of qi: evidence-supported facts for this target only  
The supplied evidence records that accumulation of cold and stasis of qi is defined as a syndrome where external cold pathogenic factors invade the body, injure yang energy, and remain stagnant, leading to the manifestation of cold-related symptoms. [tcmv1-0bbe236eedf374b329081c2e] Herbal Knowledge Agent: Puncturevine Caltrop Fruit;Tribulus terrestris is recorded in traditional Chinese medicine as having the function to subdue hyperactivity of the liver, promote blood circulation, dispel wind, clear the eye of opacity, and arrest itching. Its indications include antitussive, expectorant, and antiasthmatic effects, with clinical manifestations noting that its alcoholic infusion exerts hypotensive effects in anesthetized animals. [tcmv1-016497976f79ae613dd5dcaa] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",run-89a8237fd9654e70,87,,,
REPEAT_2-0166,REPEAT_2,SYSTEM_A,tcmg-v1-044,"How are Puncturevine Caltrop Fruit;Tribulus terrestris and accumulation of cold and stasis of qi represented in the TCM corpus, and what evidence is recorded for each?",multi-target,hard,"The source records this function for Puncturevine Caltrop Fruit;Tribulus terrestris: To subdue hyperactivity of the liver, to promote blood circulation, to dispel wind, to clear the eye of opacity, and to arrest itching..","Source entity: Puncturevine Caltrop Fruit;Tribulus terrestris. Pinyin: JI LI. Latin name: Fructus Tribuli. Traditional class: Liver-Pacifying Wind-Extinguishing Medicinal. Source-recorded function: To subdue hyperactivity of the liver, to promote blood circulation, to dispel wind, to clear the eye of opacity, and to arrest itching.. Source-recorded indication: 1. Antitussive, expectorant and antiasthmatic. 2. Its alcoholic infusion exerts hypotensive effect in anesthetized animals.. Source text: Herb: Puncturevine Caltrop Fruit;Tribulus terrestris. Pinyin: JI LI. Latin name: Fructus Tribuli. Source-recorded function: To subdue hyperactivity of the liver, to promote blood circulation, to dispel wind, to clear the eye of opacity, and to arrest itching.. Source-recorded indication: 1. Antitussive, expectorant and antiasthmatic. 2. Its alcoholic infusion exerts hypotensive effect in anesthetized animals.. Clinical manifestations: 1. Antitussive, expectorant and antiasthmatic. 2. Its alcoholic infusion exerts hypotensive effect in anesthetized animals..","TCM educational synthesis: Puncturevine Caltrop Fruit;Tribulus terrestris: In the TCM corpus, it is recorded as having functions to subdue hyperactivity of the liver, promote blood circulation, dispel wind, clear the eye of opacity, and arrest itching. It is also noted for its antitussive, expectorant, and antiasthmatic properties, with an alcoholic infusion showing hypotensive effects in anesthetized animals.

accumulation of cold and stasis of qi: The syndrome is defined as a condition where yin cold pathogenic factors invade the body, damage yang qi, and cause cold pathogens to stagnate, leading to external manifestations of cold symptoms. [tcmv1-016497976f79ae613dd5dcaa] [tcmv1-0bbe236eedf374b329081c2e] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",run-9031bfc2a5064719,88,,,
REPEAT_2-0167,REPEAT_2,SYSTEM_A,tcmg-v1-044,"How are Puncturevine Caltrop Fruit;Tribulus terrestris and accumulation of cold and stasis of qi represented in the TCM corpus, and what evidence is recorded for each?",multi-target,hard,"The source records these indications for Puncturevine Caltrop Fruit;Tribulus terrestris: 1. Antitussive, expectorant and antiasthmatic. 2. Its alcoholic infusion exerts hypotensive effect in anesthetized animals..","Source entity: Puncturevine Caltrop Fruit;Tribulus terrestris. Pinyin: JI LI. Latin name: Fructus Tribuli. Traditional class: Liver-Pacifying Wind-Extinguishing Medicinal. Source-recorded function: To subdue hyperactivity of the liver, to promote blood circulation, to dispel wind, to clear the eye of opacity, and to arrest itching.. Source-recorded indication: 1. Antitussive, expectorant and antiasthmatic. 2. Its alcoholic infusion exerts hypotensive effect in anesthetized animals.. Source text: Herb: Puncturevine Caltrop Fruit;Tribulus terrestris. Pinyin: JI LI. Latin name: Fructus Tribuli. Source-recorded function: To subdue hyperactivity of the liver, to promote blood circulation, to dispel wind, to clear the eye of opacity, and to arrest itching.. Source-recorded indication: 1. Antitussive, expectorant and antiasthmatic. 2. Its alcoholic infusion exerts hypotensive effect in anesthetized animals.. Clinical manifestations: 1. Antitussive, expectorant and antiasthmatic. 2. Its alcoholic infusion exerts hypotensive effect in anesthetized animals..","TCM educational synthesis: Puncturevine Caltrop Fruit;Tribulus terrestris: In the TCM corpus, it is recorded as having functions to subdue hyperactivity of the liver, promote blood circulation, dispel wind, clear the eye of opacity, and arrest itching. It is also noted for its antitussive, expectorant, and antiasthmatic properties, with an alcoholic infusion showing hypotensive effects in anesthetized animals.

accumulation of cold and stasis of qi: The syndrome is defined as a condition where yin cold pathogenic factors invade the body, damage yang qi, and cause cold pathogens to stagnate, leading to external manifestations of cold symptoms. [tcmv1-016497976f79ae613dd5dcaa] [tcmv1-0bbe236eedf374b329081c2e] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",run-9031bfc2a5064719,88,,,
REPEAT_2-0168,REPEAT_2,SYSTEM_A,tcmg-v1-044,"How are Puncturevine Caltrop Fruit;Tribulus terrestris and accumulation of cold and stasis of qi represented in the TCM corpus, and what evidence is recorded for each?",multi-target,hard,"The source defines accumulation of cold and stasis of qi as: 是阴寒之邪侵入人体,损伤阳气,寒邪留滞不去,外现寒证的证候。.","Source entity: accumulation of cold and stasis of qi. Pinyin: Han Ning Qi Zhi. Source definition: 是阴寒之邪侵入人体,损伤阳气,寒邪留滞不去,外现寒证的证候。. Source text: Syndrome: accumulation of cold and stasis of qi. Pinyin: Han Ning Qi Zhi. Source definition: 是阴寒之邪侵入人体,损伤阳气,寒邪留滞不去,外现寒证的证候。.","TCM educational synthesis: Puncturevine Caltrop Fruit;Tribulus terrestris: In the TCM corpus, it is recorded as having functions to subdue hyperactivity of the liver, promote blood circulation, dispel wind, clear the eye of opacity, and arrest itching. It is also noted for its antitussive, expectorant, and antiasthmatic properties, with an alcoholic infusion showing hypotensive effects in anesthetized animals.

accumulation of cold and stasis of qi: The syndrome is defined as a condition where yin cold pathogenic factors invade the body, damage yang qi, and cause cold pathogens to stagnate, leading to external manifestations of cold symptoms. [tcmv1-016497976f79ae613dd5dcaa] [tcmv1-0bbe236eedf374b329081c2e] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",run-9031bfc2a5064719,88,,,
REPEAT_2-0169,REPEAT_2,SYSTEM_B,tcmg-v1-045,"How are Sharpspur Corydalis and retention of phlegm in the interior represented in the TCM corpus, and what evidence is recorded for each?",multi-target,hard,"The source records this function for Sharpspur Corydalis: To quicken blood and relieve pain, clear heat and resolve toxin..","Source entity: Sharpspur Corydalis. Pinyin: JIAN JU ZI JIN. Latin name: Corydalis suaveolens [Syn. Corydalis sheareri]. Used part: whole herb or tuber. Source-recorded function: To quicken blood and relieve pain, clear heat and resolve toxin.. Source-recorded indication: Stomachache, abdominal pain and diarrhea, knocks and falls, swelling toxin of welling abscess and sore, red eyes with gall.. Source text: Herb: Sharpspur Corydalis. Pinyin: JIAN JU ZI JIN. Latin name: Corydalis suaveolens [Syn. Corydalis sheareri]. Used part: whole herb or tuber. Source-recorded function: To quicken blood and relieve pain, clear heat and resolve toxin.. Source-recorded indication: Stomachache, abdominal pain and diarrhea, knocks and falls, swelling toxin of welling abscess and sore, red eyes with gall..","TCM educational synthesis: retention of phlegm in the interior: The TCM corpus records retention of phlegm in the interior as a syndrome characterized by symptoms such as痰多, 胸闷, 呕恶, 眩晕, 体胖, and 包块. It is defined as the condition where phlegm dampness stagnates or moves within the internal organs and tissues.

Sharpspur Corydalis: Sharpspur Corydalis is documented in the TCM corpus as an herb used for its functions of quickening blood and relieving pain, as well as clearing heat and resolving toxins. It is indicated for treating conditions like stomachache, abdominal pain and diarrhea, knocks and falls, swelling toxin of welling abscess and sore, and red eyes with gall. [tcmv1-0bfff608da9589346d9947ed] [tcmv1-02e39e2ba1eeacc6aa4f8f3d] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",run-330bac141aaa42d3,89,,,
REPEAT_2-0170,REPEAT_2,SYSTEM_B,tcmg-v1-045,"How are Sharpspur Corydalis and retention of phlegm in the interior represented in the TCM corpus, and what evidence is recorded for each?",multi-target,hard,"The source records these indications for Sharpspur Corydalis: Stomachache, abdominal pain and diarrhea, knocks and falls, swelling toxin of welling abscess and sore, red eyes with gall..","Source entity: Sharpspur Corydalis. Pinyin: JIAN JU ZI JIN. Latin name: Corydalis suaveolens [Syn. Corydalis sheareri]. Used part: whole herb or tuber. Source-recorded function: To quicken blood and relieve pain, clear heat and resolve toxin.. Source-recorded indication: Stomachache, abdominal pain and diarrhea, knocks and falls, swelling toxin of welling abscess and sore, red eyes with gall.. Source text: Herb: Sharpspur Corydalis. Pinyin: JIAN JU ZI JIN. Latin name: Corydalis suaveolens [Syn. Corydalis sheareri]. Used part: whole herb or tuber. Source-recorded function: To quicken blood and relieve pain, clear heat and resolve toxin.. Source-recorded indication: Stomachache, abdominal pain and diarrhea, knocks and falls, swelling toxin of welling abscess and sore, red eyes with gall..","TCM educational synthesis: retention of phlegm in the interior: The TCM corpus records retention of phlegm in the interior as a syndrome characterized by symptoms such as痰多, 胸闷, 呕恶, 眩晕, 体胖, and 包块. It is defined as the condition where phlegm dampness stagnates or moves within the internal organs and tissues.

Sharpspur Corydalis: Sharpspur Corydalis is documented in the TCM corpus as an herb used for its functions of quickening blood and relieving pain, as well as clearing heat and resolving toxins. It is indicated for treating conditions like stomachache, abdominal pain and diarrhea, knocks and falls, swelling toxin of welling abscess and sore, and red eyes with gall. [tcmv1-0bfff608da9589346d9947ed] [tcmv1-02e39e2ba1eeacc6aa4f8f3d] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",run-330bac141aaa42d3,89,,,
REPEAT_2-0171,REPEAT_2,SYSTEM_B,tcmg-v1-045,"How are Sharpspur Corydalis and retention of phlegm in the interior represented in the TCM corpus, and what evidence is recorded for each?",multi-target,hard,"The source defines retention of phlegm in the interior as: 痰证是指痰浊停聚或流窜于脏腑、组织之间,临床以痰多、胸闷、呕恶、眩晕、体胖、包块等为主要表现的证。.","Source entity: retention of phlegm in the interior. Pinyin: Tan Yin Ting Ju. Source definition: 痰证是指痰浊停聚或流窜于脏腑、组织之间,临床以痰多、胸闷、呕恶、眩晕、体胖、包块等为主要表现的证。. Source text: Syndrome: retention of phlegm in the interior. Pinyin: Tan Yin Ting Ju. Source definition: 痰证是指痰浊停聚或流窜于脏腑、组织之间,临床以痰多、胸闷、呕恶、眩晕、体胖、包块等为主要表现的证。.","TCM educational synthesis: retention of phlegm in the interior: The TCM corpus records retention of phlegm in the interior as a syndrome characterized by symptoms such as痰多, 胸闷, 呕恶, 眩晕, 体胖, and 包块. It is defined as the condition where phlegm dampness stagnates or moves within the internal organs and tissues.

Sharpspur Corydalis: Sharpspur Corydalis is documented in the TCM corpus as an herb used for its functions of quickening blood and relieving pain, as well as clearing heat and resolving toxins. It is indicated for treating conditions like stomachache, abdominal pain and diarrhea, knocks and falls, swelling toxin of welling abscess and sore, and red eyes with gall. [tcmv1-0bfff608da9589346d9947ed] [tcmv1-02e39e2ba1eeacc6aa4f8f3d] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",run-330bac141aaa42d3,89,,,
REPEAT_2-0172,REPEAT_2,SYSTEM_B,tcmg-v1-045,"How are Sharpspur Corydalis and retention of phlegm in the interior represented in the TCM corpus, and what evidence is recorded for each?",multi-target,hard,"The source records this function for Sharpspur Corydalis: To quicken blood and relieve pain, clear heat and resolve toxin..","Source entity: Sharpspur Corydalis. Pinyin: JIAN JU ZI JIN. Latin name: Corydalis suaveolens [Syn. Corydalis sheareri]. Used part: whole herb or tuber. Source-recorded function: To quicken blood and relieve pain, clear heat and resolve toxin.. Source-recorded indication: Stomachache, abdominal pain and diarrhea, knocks and falls, swelling toxin of welling abscess and sore, red eyes with gall.. Source text: Herb: Sharpspur Corydalis. Pinyin: JIAN JU ZI JIN. Latin name: Corydalis suaveolens [Syn. Corydalis sheareri]. Used part: whole herb or tuber. Source-recorded function: To quicken blood and relieve pain, clear heat and resolve toxin.. Source-recorded indication: Stomachache, abdominal pain and diarrhea, knocks and falls, swelling toxin of welling abscess and sore, red eyes with gall..","TCM educational synthesis: Syndrome Differentiation Agent: retention of phlegm in the interior is characterized by the accumulation or movement of phlegm within the internal organs and tissues. The evidence reports that this syndrome presents clinically with symptoms such as excessive phlegm, chest tightness, nausea, dizziness, obesity, and the presence of masses. These manifestations are described as central to the identification of retention of phlegm in the interior according to traditional TCM definitions. [tcmv1-0bfff608da9589346d9947ed] [tcmv1-a1c80f8b5aba229e968a09b2] Herbal Knowledge Agent: Sharpspur Corydalis: The supplied evidence records that the herb, known as JIAN JU ZI JIN in pinyin and Corydalis suaveolens [Syn. Corydalis sheareri] in Latin, is used in traditional Chinese medicine. Its source-recorded functions include quickening blood and relieving pain, as well as clearing heat and resolving toxin. The indications mentioned are stomachache, abdominal pain and diarrhea, knocks and falls, swelling toxin of welling abscess and sore, and red eyes with gall. [tcmv1-02e39e2ba1eeacc6aa4f8f3d] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",run-e2e9723baa0f4d35,90,,,
REPEAT_2-0173,REPEAT_2,SYSTEM_B,tcmg-v1-045,"How are Sharpspur Corydalis and retention of phlegm in the interior represented in the TCM corpus, and what evidence is recorded for each?",multi-target,hard,"The source records these indications for Sharpspur Corydalis: Stomachache, abdominal pain and diarrhea, knocks and falls, swelling toxin of welling abscess and sore, red eyes with gall..","Source entity: Sharpspur Corydalis. Pinyin: JIAN JU ZI JIN. Latin name: Corydalis suaveolens [Syn. Corydalis sheareri]. Used part: whole herb or tuber. Source-recorded function: To quicken blood and relieve pain, clear heat and resolve toxin.. Source-recorded indication: Stomachache, abdominal pain and diarrhea, knocks and falls, swelling toxin of welling abscess and sore, red eyes with gall.. Source text: Herb: Sharpspur Corydalis. Pinyin: JIAN JU ZI JIN. Latin name: Corydalis suaveolens [Syn. Corydalis sheareri]. Used part: whole herb or tuber. Source-recorded function: To quicken blood and relieve pain, clear heat and resolve toxin.. Source-recorded indication: Stomachache, abdominal pain and diarrhea, knocks and falls, swelling toxin of welling abscess and sore, red eyes with gall..","TCM educational synthesis: Syndrome Differentiation Agent: retention of phlegm in the interior is characterized by the accumulation or movement of phlegm within the internal organs and tissues. The evidence reports that this syndrome presents clinically with symptoms such as excessive phlegm, chest tightness, nausea, dizziness, obesity, and the presence of masses. These manifestations are described as central to the identification of retention of phlegm in the interior according to traditional TCM definitions. [tcmv1-0bfff608da9589346d9947ed] [tcmv1-a1c80f8b5aba229e968a09b2] Herbal Knowledge Agent: Sharpspur Corydalis: The supplied evidence records that the herb, known as JIAN JU ZI JIN in pinyin and Corydalis suaveolens [Syn. Corydalis sheareri] in Latin, is used in traditional Chinese medicine. Its source-recorded functions include quickening blood and relieving pain, as well as clearing heat and resolving toxin. The indications mentioned are stomachache, abdominal pain and diarrhea, knocks and falls, swelling toxin of welling abscess and sore, and red eyes with gall. [tcmv1-02e39e2ba1eeacc6aa4f8f3d] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",run-e2e9723baa0f4d35,90,,,
REPEAT_2-0174,REPEAT_2,SYSTEM_B,tcmg-v1-045,"How are Sharpspur Corydalis and retention of phlegm in the interior represented in the TCM corpus, and what evidence is recorded for each?",multi-target,hard,"The source defines retention of phlegm in the interior as: 痰证是指痰浊停聚或流窜于脏腑、组织之间,临床以痰多、胸闷、呕恶、眩晕、体胖、包块等为主要表现的证。.","Source entity: retention of phlegm in the interior. Pinyin: Tan Yin Ting Ju. Source definition: 痰证是指痰浊停聚或流窜于脏腑、组织之间,临床以痰多、胸闷、呕恶、眩晕、体胖、包块等为主要表现的证。. Source text: Syndrome: retention of phlegm in the interior. Pinyin: Tan Yin Ting Ju. Source definition: 痰证是指痰浊停聚或流窜于脏腑、组织之间,临床以痰多、胸闷、呕恶、眩晕、体胖、包块等为主要表现的证。.","TCM educational synthesis: Syndrome Differentiation Agent: retention of phlegm in the interior is characterized by the accumulation or movement of phlegm within the internal organs and tissues. The evidence reports that this syndrome presents clinically with symptoms such as excessive phlegm, chest tightness, nausea, dizziness, obesity, and the presence of masses. These manifestations are described as central to the identification of retention of phlegm in the interior according to traditional TCM definitions. [tcmv1-0bfff608da9589346d9947ed] [tcmv1-a1c80f8b5aba229e968a09b2] Herbal Knowledge Agent: Sharpspur Corydalis: The supplied evidence records that the herb, known as JIAN JU ZI JIN in pinyin and Corydalis suaveolens [Syn. Corydalis sheareri] in Latin, is used in traditional Chinese medicine. Its source-recorded functions include quickening blood and relieving pain, as well as clearing heat and resolving toxin. The indications mentioned are stomachache, abdominal pain and diarrhea, knocks and falls, swelling toxin of welling abscess and sore, and red eyes with gall. [tcmv1-02e39e2ba1eeacc6aa4f8f3d] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",run-e2e9723baa0f4d35,90,,,
