item_id,question_id,anonymous_system_label,question,gold_atomic_fact,source_evidence,answer,review_label,review_reason,confidence
RQ4-rq4-v1-052-SYSTEM_A-F02,rq4-v1-052,SYSTEM_A,"What source-recorded functions, indications, and used part are listed for Appendiculate Cremastra?","The source records the indication of Appendiculate Cremastra as: Malign sores with welling abscess and flat abscess, scrofula, throat pain and throat impediment, snake or insect bites..","Source entity: Appendiculate Cremastra. Source: TCMBank. Herb: Appendiculate Cremastra. Pinyin: DU JUAN LAN. Latin name: Cremastra appendiculata. Used part: pseudobulb. Source-recorded function: To clear heat and resolve toxin, disperse swelling and dissipate binds.. Source-recorded indication: Malign sores with welling abscess and flat abscess, scrofula, throat pain and throat impediment, snake or insect bites..","Appendiculate Cremastra, with the pinyin name DU JUAN LAN and Latin name Cremastra appendiculata, is used in traditional Chinese medicine. The used part is the pseudobulb. Its source-recorded functions include clearing heat and resolving toxin, as well as dispersing swelling and dissipating binds. It is traditionally indicated for malign sores with welling abscess and flat abscess, scrofula, throat pain and throat impediment, and snake or insect bites. [tcmv1-0bea3dd620f87f16006b2132]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-035-SYSTEM_B-F01,rq4-v1-035,SYSTEM_B,"What source-recorded functions, indications, and used part are listed for Ancients Euphorbia?","The source records the function of Ancients Euphorbia as: To disinhibit urine and free stool, draw out toxin and remove putrid, kill worms and relieve itch..","Source entity: Ancients Euphorbia. Source: TCMBank. Herb: Ancients Euphorbia. Pinyin: HUO YANG LE. Latin name: Euphorbia antiquorum. Used part: stem. Source-recorded function: To disinhibit urine and free stool, draw out toxin and remove putrid, kill worms and relieve itch.. Source-recorded indication: Edema, ascites, diarrhea, dysentery, food accumulation, lump glomus, clove sore, welling absc ess and flat abscess, scab and lichen..","TCM educational synthesis: Herbal Knowledge Agent: Ancients Euphorbia: The supplied evidence records that the herb is known as HUO YANG LE in pinyin, with the Latin name Euphorbia antiquorum. It is used for its stem, and according to traditional sources, it functions to disinhibit urine and free stool, draw out toxin and remove putrid, kill worms and relieve itch. The indications include edema, ascites, diarrhea, dysentery, food accumulation, lump glomus, clove sore, welling abscess and flat abscess, scab and lichen. [tcmv1-0ada23029b3be9b75c9ec9ae] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-007-SYSTEM_B-F03,rq4-v1-007,SYSTEM_B,"What traditional properties, meridians, and class does Corpus v1 record for achene of Great Burdock?",The source records the traditional class of achene of Great Burdock as: Pungent Cool Diaphoretics.,"Source entity: achene of Great Burdock. Source: SymMap v2. Herb: achene of Great Burdock. Pinyin: Niubangzi. Latin name: Fructus Arctii Lappae,Arctil Fructus. Traditional properties: Pungent,Bitter,Cold. Meridians: Lung,Stomach. Traditional class: Pungent Cool Diaphoretics. Used part: fruit.","Corpus v1 records the traditional properties of achene of Great Burdock as Pungent, Bitter, and Cold. It is associated with the Lung and Stomach meridians. The traditional class is categorized as Pungent Cool Diaphoretics. The used part is the fruit. [tcmv1-0db050b59a23806f837ce970]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-032-SYSTEM_A-F01,rq4-v1-032,SYSTEM_A,"What source-recorded functions, indications, and used part are listed for Grecian Laurel Fruit?","The source records the function of Grecian Laurel Fruit as: To dispel wind-damp, resolve toxin, kill worms..","Source entity: Grecian Laurel Fruit. Source: TCMBank. Herb: Grecian Laurel Fruit. Pinyin: YUE GUI ZI. Latin name: Laurus nobilis. Used part: fruit. Source-recorded function: To dispel wind-damp, resolve toxin, kill worms.. Source-recorded indication: Wind-damp impediment pain, tetrodon poisoning, scab and lichen, postauricular sore..","Grecian Laurel Fruit, known as YUE GUI ZI, is sourced from the fruit of Laurus nobilis. Its source-recorded functions include dispelling wind-damp, resolving toxin, and killing worms. The indications are wind-damp impediment pain, tetrodon poisoning, scab and lichen, and postauricular sore. No further details on properties or usage are provided in the evidence. [tcmv1-0abb60995ebfe4926b3e459f]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-060-SYSTEM_B-F03,rq4-v1-060,SYSTEM_B,"What traditional properties, meridians, and class does Corpus v1 record for Jiaozhizi?",The source records the traditional class of Jiaozhizi as: Heat-Clearing Medicinal.,"Source entity: Jiaozhizi. Source: SymMap v2. Herb: Jiaozhizi. Pinyin: Jiaozhizi. Latin name: Gardeniae Fructus Praeparatus. Traditional properties: Bitter,Cold. Meridians: Heart,Lung,Triple Energizers. Traditional class: Heat-Clearing Medicinal.","TCM educational synthesis: Herbal Knowledge Agent: Corpus v1 records that Jiaozhizi has traditional properties of Bitter and Cold, acts on the Heart, Lung, and Triple Energizers meridians, and is classified as a Heat-Clearing Medicinal. [tcmv1-0c6bca5666b1b1c0cc3b8738] [tcmv1-008bc5af3eced1bdcca7a904] [tcmv1-15d4c2e795991b5a1e7d3d60]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-060-SYSTEM_A-F02,rq4-v1-060,SYSTEM_A,"What traditional properties, meridians, and class does Corpus v1 record for Jiaozhizi?","The source records the meridians of Jiaozhizi as: Heart,Lung,Triple Energizers.","Source entity: Jiaozhizi. Source: SymMap v2. Herb: Jiaozhizi. Pinyin: Jiaozhizi. Latin name: Gardeniae Fructus Praeparatus. Traditional properties: Bitter,Cold. Meridians: Heart,Lung,Triple Energizers. Traditional class: Heat-Clearing Medicinal.","Corpus v1 records that Jiaozhizi has traditional properties of Bitter and Cold, acts on the Heart, Lung, and Triple Energizers meridians, and is classified as a Heat-Clearing Medicinal. [tcmv1-0c6bca5666b1b1c0cc3b8738]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-011-SYSTEM_A-F03,rq4-v1-011,SYSTEM_A,"What traditional properties, meridians, and class does Corpus v1 record for Alpiniae Oxyphyliae Fructus?",The source records the traditional class of Alpiniae Oxyphyliae Fructus as: Yang Reinforcing Drugs.,"Source entity: Alpiniae Oxyphyliae Fructus. Source: SymMap v2. Herb: Alpiniae Oxyphyliae Fructus. Pinyin: Yizhi. Latin name: Alpiniae Oxyphyllae Fructus. Traditional properties: Pungent,Warm. Meridians: Spleen,Kidney. Traditional class: Yang Reinforcing Drugs.","TCM educational synthesis: Herbal Knowledge Agent: Corpus v1 records that Alpiniae Oxyphyliae Fructus has traditional properties of Pungent and Warm, acts on the Spleen and Kidney meridians, and is classified as a Yang Reinforcing Drug. [tcmv1-22aec54e88660bc726946405] [tcmv1-09a0adad17d8310bc3c939df] [tcmv1-318b61c35b3da00a2d5868e8]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-100-SYSTEM_A-F01,rq4-v1-100,SYSTEM_A,"How are Chinese Hydrangea and an unconscious patient with febrile diseases represented separately in TCM Research Corpus v1, and what evidence is recorded for each?","The source records the function of Chinese Hydrangea as: To interrupt malaria, quicken blood and relieve pain, clear heat and disinhibit urine..","Source entity: Chinese Hydrangea. Source: TCMBank. Herb: Chinese Hydrangea. Pinyin: ZHONG GUO XIU QIU. Latin name: Hydrangea chinensis. Used part: root. Source-recorded function: To interrupt malaria, quicken blood and relieve pain, clear heat and disinhibit urine.. Source-recorded indication: Knocks and falls, fracture, malaria, headache, measles papules, dribbling pain of urination..","TCM educational synthesis: Herbal Knowledge Agent: Chinese Hydrangea, with the pinyin ZHONG GUO XIU QIU and Latin name Hydrangea chinensis, is recorded in traditional sources as using its root. The source-reported functions include interrupting malaria, quickening blood and relieving pain, as well as clearing heat and disinhibiting urine. Its indications are reported to involve knocks and falls, fracture, malaria, headache, measles papules, and dribbling pain of urination. [tcmv1-0d71e8364d145e2802d8e493] Syndrome Differentiation Agent: an unconscious patient with febrile diseases is associated with the syndrome 痰火扰神证, characterized by the interaction of fiery heat and phlegm turbidity disturbing the heart spirit, leading to manifestations such as mania, mental confusion, and symptoms of heat-related phlegm. This syndrome is also referred to as 痰火扰心 (闭窍)证. [tcmv1-863b9d28972d3f9d14fab7fa] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-087-SYSTEM_B-F02,rq4-v1-087,SYSTEM_B,"How are Indigobush Amorpha and consumption of yin caused by febrile diseases represented separately in TCM Research Corpus v1, and what evidence is recorded for each?","The source defines consumption of yin caused by febrile diseases as: 津液亏虚证是指机体津液亏少,形体、脏腑、官窍失却滋润濡养和充盈,以口渴欲饮、尿少便干、官窍及皮肤干燥等为主要表现的证。","Source entity: consumption of yin caused by febrile diseases. Source: SymMap v2. Syndrome: consumption of yin caused by febrile diseases. Pinyin: Re Bing Shang Yin. Source definition: 津液亏虚证是指机体津液亏少,形体、脏腑、官窍失却滋润濡养和充盈,以口渴欲饮、尿少便干、官窍及皮肤干燥等为主要表现的证。.","TCM educational synthesis: Herbal Knowledge Agent: Indigobush Amorpha: The supplied evidence records that the leaf is the used part. It is source-reported in Traditional Chinese Medicine to have functions of clearing heat and resolving toxin, as well as dispelling damp and dispersing swelling. The herb is indicated for conditions such as wellying abscess, burns and scalds, and eczema. [tcmv1-0c897e609d16569ceb470087] Syndrome Differentiation Agent: The supplied evidence records that consumption of yin caused by febrile diseases, known as 津液亏虚证, is characterized by insufficient body fluids leading to dryness in the form, organs, and sensory organs. This condition presents with symptoms such as intense thirst, reduced urine output, constipation, and dryness of the orifices and skin. It reflects a state where the body's fluids are depleted, affecting its ability to maintain proper hydration and function. [tcmv1-6f4fd15224109f278f32117f] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-069-SYSTEM_A-F01,rq4-v1-069,SYSTEM_A,What does TCM Research Corpus v1 record about breakdowm of the normal physilolgical coordination between the heart and the kidney?,"The source defines breakdowm of the normal physilolgical coordination between the heart and the kidney as: 心肾不交证是指心肾水火既济失调,以心烦、失眠、梦遗、耳鸣、腰膝酸软等为主要表现的证。","Source entity: breakdowm of the normal physilolgical coordination between the heart and the kidney. Source: SymMap v2. Syndrome: breakdowm of the normal physilolgical coordination between the heart and the kidney. Pinyin: Xin Shen Bu Jiao. Source definition: 心肾不交证是指心肾水火既济失调,以心烦、失眠、梦遗、耳鸣、腰膝酸软等为主要表现的证。.","TCM educational synthesis: Syndrome Differentiation Agent: The TCM Research Corpus v1 records that breakdowm of the normal physiological coordination between the heart and the kidney, referred to as Xin Shen Bu Jiao, is characterized by symptoms such as heart烦, insomnia, dreams of emission, tinnitus, and weakness in the lower back and knees. This syndrome is described as a disorder of the water and fire balance between the heart and kidney. [tcmv1-596c7423935c2e0e03c2badb] [tcmv1-32c341ac2511fe1720b7890c] [tcmv1-c2053cba8d048eaa771ee06b]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-003-SYSTEM_A-F01,rq4-v1-003,SYSTEM_A,"What source-recorded functions, indications, and used part are listed for Nagai Podocarpus?",The source records the function of Nagai Podocarpus as: To stanch bleeding and joint bones..,"Source entity: Nagai Podocarpus. Source: TCMBank. Herb: Nagai Podocarpus. Pinyin: ZHU BAI. Latin name: Myrica nagi [Syn. Podocarpus nagi]. Used part: leaf. Source-recorded function: To stanch bleeding and joint bones.. Source-recorded indication: Bleeding due to external injury, fracture..","TCM educational synthesis: Herbal Knowledge Agent: Nagai Podocarpus: The supplied evidence records that the herb is known as ZHU BAI in pinyin, with the Latin name Myrica nagi [Syn. Podocarpus nagi]. It is used for its leaf part and has source-recorded functions to stanch bleeding and support joint bones. The herb is indicated for bleeding resulting from external injury and fracture. [tcmv1-09020ef8378b0bc8bfe406de] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-050-SYSTEM_B-F02,rq4-v1-050,SYSTEM_B,"What source-recorded functions, indications, and used part are listed for Hongkong Pencilwood?",The source records the indication of Hongkong Pencilwood as: Malaria..,Source entity: Hongkong Pencilwood. Source: TCMBank. Herb: Hongkong Pencilwood. Pinyin: XIANG GANG JIAN MU. Latin name: Dysoxylum hongkongense. Used part: leaf. Source-recorded function: To interrupt malaria.. Source-recorded indication: Malaria..,The source-recorded functions and indications for Hongkong Pencilwood include interrupting malaria with an indication specifically for malaria. The used part is the leaf. [tcmv1-0e983e07b7d334a02c5759bd],SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-058-SYSTEM_B-F02,rq4-v1-058,SYSTEM_B,"What source-recorded functions, indications, and used part are listed for Ginkgo Root?","The source records the indication of Ginkgo Root as: Emission, enuresis, frequent urination at night, vaginal discharge, stone strangury..","Source entity: Ginkgo Root. Source: TCMBank. Herb: Ginkgo Root. Pinyin: BAI GUO GEN. Latin name: Ginkgo biloba. Used part: root. Source-recorded function: To boost qi and supplement vacuity.. Source-recorded indication: Emission, enuresis, frequent urination at night, vaginal discharge, stone strangury..","Ginkgo Root, known as BAI GUO GEN in pinyin and derived from Ginkgo biloba, is traditionally used in TCM for its function to boost qi and supplement vacuity. The source-recorded indications include emission, enuresis, frequent urination at night, vaginal discharge, and stone strangury. The used part is the root. [tcmv1-0c52e51fa9e92fc2eb5c2191]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-033-SYSTEM_B-F03,rq4-v1-033,SYSTEM_B,"What traditional properties, meridians, and class does Corpus v1 record for Mentha, Peppermint?","The source records the traditional class of Mentha, Peppermint as: Pungent Cool Diaphoretics.","Source entity: Mentha, Peppermint. Source: SymMap v2. Herb: Mentha, Peppermint. Pinyin: Bohe. Latin name: Menthae Haplocalycis Herba,Herba Menthae. Traditional properties: Pungent,Cool. Meridians: Lung,Liver. Traditional class: Pungent Cool Diaphoretics. Used part: dried aerial parts.","TCM educational synthesis: Herbal Knowledge Agent: Corpus v1 records that Mentha, Peppermint has traditional properties of Pungent and Cool. It is associated with the Lung and Liver meridians. The traditional class is listed as Pungent Cool Diaphoretics. The used part is the dried aerial parts. [tcmv1-0ad01e6cb1a3a75bc753a308] [tcmv1-55e83b3dc4083651b661d7eb] [tcmv1-4cc2d7f1dd9a426d7555c6e1]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-012-SYSTEM_A-F03,rq4-v1-012,SYSTEM_A,"What source-recorded functions, indications, and used part are listed for Lanceleaf Thermopsis?",The source records the used part of Lanceleaf Thermopsis as: whole herb.,"Source entity: Lanceleaf Thermopsis. Source: TCMBank. Herb: Lanceleaf Thermopsis. Pinyin: MU MA DOU. Latin name: Thermopsis lanceolata. Used part: whole herb. Source-recorded function: To relieve cough and dispel phlegm, moisten intestines and free stool.. Source-recorded indication: Cough of phlegm asthma, dry stool..","TCM educational synthesis: Herbal Knowledge Agent: Lanceleaf Thermopsis, known in pinyin as Mu Ma Dou, is the whole herb of Thermopsis lanceolata. The source records its functions as relieving cough and dispelling phlegm, as well as moistening intestines and freeing stool. It is indicated for cough with phlegm and asthma, and for dry stool. No relationships are established with other targets based on the provided evidence. [tcmv1-09b810d8e9ad4743bd2b0164] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-058-SYSTEM_A-F03,rq4-v1-058,SYSTEM_A,"What source-recorded functions, indications, and used part are listed for Ginkgo Root?",The source records the used part of Ginkgo Root as: root.,"Source entity: Ginkgo Root. Source: TCMBank. Herb: Ginkgo Root. Pinyin: BAI GUO GEN. Latin name: Ginkgo biloba. Used part: root. Source-recorded function: To boost qi and supplement vacuity.. Source-recorded indication: Emission, enuresis, frequent urination at night, vaginal discharge, stone strangury..","TCM educational synthesis: Herbal Knowledge Agent: Ginkgo Root, known as BAI GUO GEN in pinyin and derived from Ginkgo biloba, is traditionally used in TCM for its function to boost qi and supplement vacuity. The source records indicate it may be used to address conditions such as emission, enuresis, frequent urination at night, vaginal discharge, and stone strangury. These claims are based on historical TCM texts and should not be interpreted as biomedical facts. [tcmv1-0c52e51fa9e92fc2eb5c2191] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",NOT_SUPPORTED,The answer names the target Ginkgo Root but does not explicitly state the Gold used-part fact that the used part is root.,HIGH
RQ4-rq4-v1-006-SYSTEM_B-F01,rq4-v1-006,SYSTEM_B,"What source-recorded functions, indications, and used part are listed for Smallflower Magnoliavine?","The source records the function of Smallflower Magnoliavine as: To dispel wind and disinhibit damp, rectify qi and quicken blood..","Source entity: Smallflower Magnoliavine. Source: TCMBank. Herb: Smallflower Magnoliavine. Pinyin: XIAO HUA WU WEI ZI. Latin name: Schisandra micrantha. Used part: root. Source-recorded function: To dispel wind and disinhibit damp, rectify qi and quicken blood.. Source-recorded indication: Wind-damp bone pain, knocks and falls, stomachache, menstrual disorder, nephritis..","Smallflower Magnoliavine is an herb with the pinyin name XIAO HUA WU WEI ZI and the Latin name Schisandra micrantha. The used part is the root. Its functions include dispelling wind and disinhibiting damp, rectifying qi, and quickening blood. The indications are wind-damp bone pain, knocks and falls, stomachache, menstrual disorder, and nephritis. [tcmv1-096156e37da3f4d62e9764af]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-087-SYSTEM_A-F01,rq4-v1-087,SYSTEM_A,"How are Indigobush Amorpha and consumption of yin caused by febrile diseases represented separately in TCM Research Corpus v1, and what evidence is recorded for each?","The source records the function of Indigobush Amorpha as: To clear heat and resolve toxin, dispel damp and disperse swelling..","Source entity: Indigobush Amorpha. Source: TCMBank. Herb: Indigobush Amorpha. Pinyin: ZI SUI HUAI. Latin name: Amorpha fruticosa. Used part: leaf. Source-recorded function: To clear heat and resolve toxin, dispel damp and disperse swelling.. Source-recorded indication: Welling abscess, burns and scalds, eczema..","Indigobush Amorpha is recorded in the TCM Research Corpus v1 as having functions to clear heat and resolve toxin, dispel damp and disperse swelling, and is indicated for wellying abscess, burns and scalds, and eczema. Consumption of yin caused by febrile diseases, known as 津液亏虚证, is characterized by insufficient body fluids leading to dryness in the orifices, skin, and internal organs, with symptoms such as intense thirst, reduced urine output, dry stools, and dryness in the orifices and skin. The evidence for Indigobush Amorpha is from tcmv1-0c897e609d16569ceb470087, and the evidence for the syndrome is from tcmv1-6f4fd15224109f278f32117f. [tcmv1-0c897e609d16569ceb470087] [tcmv1-6f4fd15224109f278f32117f]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-047-SYSTEM_B-F02,rq4-v1-047,SYSTEM_B,"What source-recorded functions, indications, and used part are listed for Japanese Clave Fern?","The source records the indication of Japanese Clave Fern as: Wind-heat common cold, cough, sore pharynx, diarrhea, dysentery, dribbling pain of urination, damp-heat jaundice, blood ejection, coughing of blood, hematochezia, bleeding from hemorrhoids, hematuria, sore toxin, knocks and falls, poisonous snake bites, burns and scalds..","Source entity: Japanese Clave Fern. Source: TCMBank. Herb: Japanese Clave Fern. Pinyin: XIAO YE JI WEI. Latin name: Onychium japonicum [Syn. Tricomanes japonicum]. Used part: whole herb or leaf. Source-recorded function: To clear heat and resolve toxin, disinhibit damp, stanch bleeding.. Source-recorded indication: Wind-heat common cold, cough, sore pharynx, diarrhea, dysentery, dribbling pain of urination, damp-heat jaundice, blood ejection, coughing of blood, hematochezia, bleeding from hemorrhoids, hematuria, sore toxin, knocks and falls, poisonous snake bites, burns and scalds..","TCM educational synthesis: Herbal Knowledge Agent: Japanese Clave Fern is recorded as an herb used in traditional Chinese medicine. Its pinyin name is Xiaoyejiwei, and its Latin name is Onychium japonicum [Syn. Tricomanes japonicum]. The whole herb or leaf is utilized. According to source records, it is claimed to clear heat and resolve toxin, disinhibit damp, and stanch bleeding. It is traditionally indicated for conditions such as wind-heat common cold, cough, sore pharynx, diarrhea, dysentery, dribbling pain of urination, damp-heat jaundice, blood ejection, coughing of blood, hematochezia, bleeding from hemorrhoids, hematuria, sore toxin, knocks and falls, poisonous snake bites, burns and scalds. [tcmv1-0ba5c0feb121bec04cd113d9] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-027-SYSTEM_B-F01,rq4-v1-027,SYSTEM_B,"What source-recorded functions, indications, and used part are listed for Parmelia Lichen?","The source records the function of Parmelia Lichen as: To supplement liver and boost kidney, brighten eyes, stanch bleeding, resolve toxin and disinhibit damp..","Source entity: Parmelia Lichen. Source: TCMBank. Herb: Parmelia Lichen. Pinyin: SHI HUA. Latin name: Parmelia saxatilis. Used part: lichen. Source-recorded function: To supplement liver and boost kidney, brighten eyes, stanch bleeding, resolve toxin and disinhibit damp.. Source-recorded indication: Blurred vision, pain in lumbus and knees, blood ejection, flooding and spotting, jaundice, scab and lichen..","TCM educational synthesis: Herbal Knowledge Agent: Parmelia Lichen, known as SHI HUA in pinyin, is sourced from the Latin name Parmelia saxatilis. The evidence records that it is used in traditional Chinese medicine for its functions of supplementing liver and boosting kidney, brightening eyes, stanching bleeding, resolving toxin, and disinhibiting damp. It is traditionally indicated for conditions such as blurred vision, pain in lumbus and knees, blood ejection, flooding and spotting, jaundice, scab, and lichen. [tcmv1-0a900eb799f6c9d85610cd00] The retrieved evidence describes these topics separately and does not establish an explicit relationship between them.",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-021-SYSTEM_B-F02,rq4-v1-021,SYSTEM_B,"What traditional properties, meridians, and class does Corpus v1 record for areca seed?","The source records the meridians of areca seed as: Stomach,Large Intestine.","Source entity: areca seed. Source: SymMap v2. Herb: areca seed. Pinyin: Binglang. Latin name: Arecae Semen,Semen Arecae. Traditional properties: Bitter,Pungent,Warm. Meridians: Stomach,Large Intestine. Traditional class: Antiparasitic Drugs. Used part: seed.","Corpus v1 records areca seed with traditional properties of Warm, Pungent, and Bitter. It is associated with the Spleen, Large Intestine, and Stomach meridians. The traditional class of areca seed is Antiparasitic Drugs. [tcmv1-99920beab7f116f4e6bcaf6e] [tcmv1-0a395ab6a0652b6ddfe168bb] [tcmv1-5b5589b6fe9f42da3bd9baea]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-083-SYSTEM_A-F01,rq4-v1-083,SYSTEM_A,What does TCM Research Corpus v1 record about sputum drink?,"The source defines sputum drink as: 痰证是指痰浊停聚或流窜于脏腑、组织之间,临床以痰多、胸闷、呕恶、眩晕、体胖、包块等为主要表现的证。","Source entity: sputum drink. Source: SymMap v2. Syndrome: sputum drink. Pinyin: Tan Yin. Source definition: 痰证是指痰浊停聚或流窜于脏腑、组织之间,临床以痰多、胸闷、呕恶、眩晕、体胖、包块等为主要表现的证。.","The TCM Research Corpus v1 records that ""sputum drink,"" or Tan Yin, refers to a syndrome characterized by the accumulation or movement of phlegm in the body's organs and tissues, with clinical features such as excessive phlegm, chest tightness, nausea, dizziness, obesity, and masses. Febrile symptoms, described separately as Re Zheng, are not directly related to sputum drink in the TCM Research Corpus v1. [tcmv1-6986107f70297be2dfd660e3] [tcmv1-5682ab1a4922960c104d7a12] [tcmv1-00ce7010e21abde6e2cd45bd]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-053-SYSTEM_B-F03,rq4-v1-053,SYSTEM_B,"What traditional properties, meridians, and class does Corpus v1 record for Tubiechong?",The source records the traditional class of Tubiechong as: Blood-Activating Trauma-Curing Medicinal.,"Source entity: Tubiechong. Source: SymMap v2. Herb: Tubiechong. Pinyin: Tubiechong. Latin name: Eupolyphaga Steleophaga. Traditional properties: Salty,Cold,Slightly Toxic. Meridians: Liver. Traditional class: Blood-Activating Trauma-Curing Medicinal.","TCM educational synthesis: Herbal Knowledge Agent: Corpus v1 records that Tubiechong has traditional properties of Salty, Cold, and Slightly Toxic. It is associated with the Liver meridian. The traditional class of Tubiechong is Blood-Activating and Trauma-Curing Medicinal. [tcmv1-0c1022f90396c99d057d9ebe] [tcmv1-008bc5af3eced1bdcca7a904] [tcmv1-15d4c2e795991b5a1e7d3d60]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-034-SYSTEM_B-F01,rq4-v1-034,SYSTEM_B,"What source-recorded functions, indications, and used part are listed for Curious Kadsura?","The source records the function of Curious Kadsura as: To dispel wind and eliminate damp, move qi and relieve pain, soothe sinews and quicken network vessels..","Source entity: Curious Kadsura. Source: TCMBank. Herb: Curious Kadsura. Pinyin: YI XING NAN WU WEI ZI. Latin name: Kadsura heteroclita [Syn. Uvaria heteroclita]. Used part: root or lianoid stem. Source-recorded function: To dispel wind and eliminate damp, move qi and relieve pain, soothe sinews and quicken network vessels.. Source-recorded indication: Wind-damp impediment pain, stomachache, abdominal pain, dysmenorrhea, postpartum abdominal pain, knocks and falls, chronic pain in lumbus and legs..","Curious Kadsura, with the pinyin name Yi Xing Nan Wu Wei Zi and Latin name Kadsura heteroclita [Syn. Uvaria heteroclita], is used in traditional Chinese medicine for its root or lianoid stem. Its functions include dispelling wind and eliminating damp, moving qi and relieving pain, and soothing sinews to quicken network vessels. It is indicated for wind-damp impediment pain, stomachache, abdominal pain, dysmenorrhea, postpartum abdominal pain, knocks and falls, and chronic pain in the lumbus and legs. [tcmv1-0ad63b30ee880be7d1ed9994]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
RQ4-rq4-v1-017-SYSTEM_A-F03,rq4-v1-017,SYSTEM_A,"What source-recorded functions, indications, and used part are listed for Paniculed Bittersweet Seed?",The source records the used part of Paniculed Bittersweet Seed as: seed.,"Source entity: Paniculed Bittersweet Seed. Source: TCMBank. Herb: Paniculed Bittersweet Seed. Pinyin: DENG YOU TENG ZI. Latin name: Celastrus paniculatus. Used part: seed. Source-recorded function: To dispel wind and relieve pain, free stool, promote vomiting.. Source-recorded indication: Wind-damp impediment pain, constipation, food accumulation and distending pain in stomach duct..","Paniculed Bittersweet Seed, with the pinyin DENG YOU TENG ZI and Latin name Celastrus paniculatus, is used in traditional Chinese medicine. Its source-recorded functions include dispelling wind and relieving pain, freeing stool, and promoting vomiting. It is traditionally indicated for wind-damp impediment pain, constipation, and food accumulation accompanied by distending pain in the stomach duct. The used part is the seed. [tcmv1-0a0c75415e85528ee562950b]",SUPPORTED,"The answer states the Gold atomic fact in substance, allowing harmless wording, ordering, or translation differences.",HIGH
